,"Pref Vendor","Reorder Pt (Min)","Max","On Hand","On Sales Order","For Assemblies","Available","Order","On PO","Reorder Qty","Next Deliv","Sales/Week"
"Inventory",,,,,,,,,,,,
"R71-566132 (15x6 Strike Polished 5x4.75, 3.25 bs)","Custom Wheel Solutions",756,"",4,0,0,4,"X",40,713,"08/06/2019",3.3
"R71-566532 (15x6 Strike Polished 5x4.50, 3.25 bs)","Custom Wheel Solutions",756,"",28,0,0,28,"X",0,729,,0.7
"R71-568532 (15x6 Strike Polished 5x5.50, 3.25 bs - 3.45 cb)","Custom Wheel Solutions",756,"",13,0,0,13,"X",0,744,,0.5
"R71-576142 (15x7 Strike Polished 5x4.75, 4.25 bs)","Custom Wheel Solutions",757,"",12,2,0,10,"X",31,715,"08/06/2019",0
"R71-576542 (15x7 Strike Polished 5x4.50, 4.25 bs)","Custom Wheel Solutions",757,"",15,0,0,15,"X",1,742,"05/24/2019",1.2
"R71-577342 (15x7 Strike Polished 5x5.00, 4.25 bs - 3.45 cb)","Custom Wheel Solutions",757,"",34,0,0,34,"X",0,724,,0.2
"R71-578542 (15x7 Strike Polished 5x5.50, 4.25 bs - 3.45 cb)","Custom Wheel Solutions",757,"",35,0,0,35,"X",0,723,,0
"R71-586140 (15x8 Strike Polished 5x4.75, 4.00 bs)","Custom Wheel Solutions",758,"",37,0,0,37,"X",0,722,,1.4
"R71-586145 (15x8 Strike Polished 5x4.50, 4.50 bs)","Custom Wheel Solutions",758,"",4,0,0,4,"X",22,733,"08/06/2019",0
"R71-586540 (15x8 Strike Polished 5x4.50, 4.00 bs)","Custom Wheel Solutions",758,"",19,0,0,19,"X",6,734,"08/06/2019",0
"R71-586545 (15x8 Strike Polished 5x4.50, 4.50 bs)","Custom Wheel Solutions",758,"",8,0,0,8,"X",0,751,,0
"R71-587340 (15x8 Strike Polished 5x5.00, 4.00 bs - 3.45 cb)","Custom Wheel Solutions",758,"",10,0,0,10,"X",12,737,"08/06/2019",0
"R71-587345 (15x8 Strike Polished 5x5.00, 4.50 bs - 3.45 cb)","Custom Wheel Solutions",758,"",37,0,0,37,"X",0,722,,0
"R71-588540 (15x8 Strike Polished 5x5.50, 4.00 bs - 3.45 cb)","Custom Wheel Solutions",758,"",40,0,0,40,"X",0,719,,0
"R71-588545 (15x8 Strike Polished 5x5.50, 4.50 bs - 3.45 cb)","Custom Wheel Solutions",758,"",32,0,0,32,"X",0,727,,1.4
"R71-776142 (17x7 Strike Polished 5x4.75, 4.25 bs - 3.08 cb)","Custom Wheel Solutions",777,"",11,0,0,11,"X",0,767,,0
"R71-776542 (SLOW...17x7 Strike Polished 5x4.50, 4.25 bs - 3.08 cb)","Custom Wheel Solutions",777,"",15,0,0,15,"X",0,763,,0.5
"R71-777342 (SLOW...17x7 Strike Polished 5x5.00, 4.25 bs - 3.45 cb)","Custom Wheel Solutions",777,"",17,0,0,17,"X",0,761,,0
"R71-778542 (SLOW...17x7 Strike Polished 5x5.50, 4.25 bs - 3.45 cb)","Custom Wheel Solutions",777,"",0,0,0,0,"X",0,778,,0
"R71-786145 (17x8 Strike Polished 5x4.75, 4.50 bs - 3.08 cb)","Custom Wheel Solutions",778,"",21,0,0,21,"X",0,758,,0
"R71-786545 (17x8 Strike Polished 5x4.50 4.50 bs - 3.08 cb)","Custom Wheel Solutions",778,"",21,0,0,21,"X",0,758,,0.5
"R71-787345 (17x8 Strike Polished 5x5.00, 4.50 bs - 3.45 cb)","Custom Wheel Solutions",778,"",20,0,0,20,"X",0,759,,0.9
"R71-788545 (17x8 Strike Polished 5x5.50, 4.50 bs - 3.45 cb)","Custom Wheel Solutions",778,"",20,0,0,20,"X",0,759,,0
"R71 (R71 - STRIKE POLISHED) - Other","Custom Wheel Solutions","","",0,0,0,0,,0,0,,0
"Total R71 (R71 - STRIKE POLISHED)",,,,660,6,0,654,,112,,,12.5
"R80 (R80 - SOLID AS CAST)",,,,,,,,,,,,
"R80-656118 (16x5 Solid As Cast 5x4.75, 1.875 bs - 3.08 cb)","Custom Wheel Solutions",865,"",14,0,0,14,"X",0,852,,0
"R80-656518 (16x5 Solid As Cast 5x4.50, 1.875 bs - 3.08 cb)","Custom Wheel Solutions",865,"",52,0,0,52,"X",2,812,"05/24/2019",0
"R80-657318 (DISCONTINUE...16x5 Solid As Cast 5x5.00, 1.875 bs - 3.45 cb)","Custom Wheel Solutions",865,"",25,0,0,25,"X",0,841,,0
"R80-658518 (16x5 Solid As Cast 5x5.50, 1.875 bs - 3.45 cb)","Custom Wheel Solutions",865,"",0,3,0,-3,"X",0,866,,0
"R80-866123 (18x6 Solid As Cast 5x4.75, 2.375 bs - 3.08 cb)","Custom Wheel Solutions",886,"",37,0,0,37,"X",0,850,,0
"R80-866523 (18x6 Solid As Cast 5x4.50, 2.375 bs - 3.08 cb)","Custom Wheel Solutions",886,"",36,0,0,36,"X",0,851,,0
"R80-867323 (SLOW...18x6 Solid As Cast 5x5.00, 2.375 bs - 3.45 cb)","Custom Wheel Solutions",886,"",7,0,0,7,"X",0,880,,0
"R80-868523 (SLOW...18x6 Solid As Cast 5x5.50, 2.375 bs - 3.45 cb)","Custom Wheel Solutions",886,"",34,0,0,34,"X",0,853,,0
"R80 (R80 - SOLID AS CAST) - Other","Custom Wheel Solutions","","",0,0,0,0,,0,0,,0
"Total R80 (R80 - SOLID AS CAST)",,,,205,3,0,202,,2,,,0
"R88 (R88 - SOLID FULL MACHINED)",,,,,,,,,,,,
"R88-656118 (DISCONTINUE...16x5 Solid Full Machined 5x4.75, 1.875 bs - 3.08 cb)","Custom Wheel Solutions",865,"",7,0,0,7,"X",0,859,,0
"R88-656518 (DISCONTINUE...16x5 Solid Full Machined 5x4.50, 1.875 bs - 3.08 cb)","Custom Wheel Solutions",865,"",36,0,0,36,"X",0,830,,0
"R88-657318 (DISCONTINUE...16x5 Solid Full Machined 5x5.00, 1.875 bs - 3.45 cb)","Custom Wheel Solutions",865,"",38,0,0,38,"X",0,828,,0
"R88-658518 (DISCONTINUE...16x5 Solid Full Machined 5x5.50, 1.875 bs - 3.45 cb)","Custom Wheel Solutions",865,"",22,0,0,22,"X",0,844,,0
"R88-866123 (DISCONTINUE...18x6 Solid Full Machined 5x4.75, 2.375 bs - 3.08 cb)","Custom Wheel Solutions",886,"",32,0,0,32,"X",0,855,,0
"R88-866523 (DISCONTINUE...18x6 Solid Full Machined 5x4.50, 2.375 bs - 3.08 cb)","Custom Wheel Solutions",886,"",29,0,0,29,"X",0,858,,0.5
"R88-867323 (DISCONTINUE...18x6 Solid Full Machined 5x5.00, 2.375 bs  - 3.45 cb)","Custom Wheel Solutions",886,"",42,0,0,42,"X",0,845,,0
"R88-868523 (DISCONTINUE...18x6 Solid Full Machined 5x5.50, 2.375 bs - 3.45 cb)","Custom Wheel Solutions",886,"",29,0,0,29,"X",0,858,,0
"R88 (R88 - SOLID FULL MACHINED) - Other","Custom Wheel Solutions","","",0,0,0,0,,0,0,,0
"Total R88 (R88 - SOLID FULL MACHINED)",,,,235,0,0,235,,0,,,0.5
"R90 (R90 - FIRE AS CAST)",,,,,,,,,,,,
"R90-656123 (SLOW...16x5 Fire As Cast 5x4.75, 2.375 bs - 3.08 CB)","Custom Wheel Solutions",965,"",17,0,0,17,"X",0,949,,0
"R90-656523 (16x5 Fire As Cast 5x4.50, 2.375 bs - 3.08 cb)","Custom Wheel Solutions",965,"",26,0,0,26,"X",0,940,,0
"R90-657323 (DISCONTINUE...16x5 Fire As Cast 5x5.00, 2.375 bs - 3.45 cb)","Custom Wheel Solutions",965,"",36,0,0,36,"X",0,930,,0
"R90-658523 (16x5 Fire As Cast 5x5.50, 2.375 bs - 3.45 cb)","Custom Wheel Solutions",965,"",16,0,0,16,"X",2,948,"05/24/2019",0
"R90-866128 (SLOW...18x6 Fire As Cast 5x4.75, 2.875 bs - 3.08 CB)","Custom Wheel Solutions",986,"",29,0,0,29,"X",0,958,,0
"R90-866528 (18x6 Fire As Cast 5x4.50, 2.875 bs - 3.08 CB)","Custom Wheel Solutions",986,"",21,0,0,21,"X",0,966,,0
"R90-867328 (DISCONTINUE...18x6 Fire As Cast 5x5.00, 2.875 bs - 3.45 CB)","Custom Wheel Solutions",986,"",18,0,0,18,"X",0,969,,0
"R90-868528 (SLOW...18x6 Fire As Cast 5x5.50, 2.875 bs - 3.45 CB)","Custom Wheel Solutions",986,"",32,0,0,32,"X",0,955,,0
"R90 (R90 - FIRE AS CAST) - Other","Custom Wheel Solutions","","",0,0,0,0,,0,0,,0
"Total R90 (R90 - FIRE AS CAST)",,,,195,0,0,195,,2,,,0
"R93 (R93 - FIRE GRAY PAINTED)",,,,,,,,,,,,
"R93-656123 (SLOW...16x5 Fire Gray Painted 5x4.75, 2.375 bs - 3.08 cb)","Custom Wheel Solutions",965,"",28,0,0,28,"X",0,938,,0
"R93-656523 (SLOW...16x5 Fire Gray Painted 5x4.50, 2.375 bs - 3.08 cb)","Custom Wheel Solutions",965,"",11,0,0,11,"X",0,955,,0
"R93-657323 (SLOW...16x5 Fire Gray Painted 5x5.00, 2.375 bs - 3.45 cb)","Custom Wheel Solutions",965,"",23,0,0,23,"X",0,943,,0
"R93-658523 (SLOW...16x5 Fire Gray Painted 5x5.50, 2.375 bs - 3.45 cb)","Custom Wheel Solutions",965,"",0,0,0,0,"X",0,966,,0
"R93-866128 (SLOW...18x6 Fire Gray Painted 5x4.75, 2.875 bs - 3.08 cb)","Custom Wheel Solutions",986,"",1,0,0,1,"X",0,986,,0
"R93-866528 (SLOW...18x6 Fire Gray Painted 5x4.50, 2.875 bs - 3.08 cb)","Custom Wheel Solutions",986,"",33,0,0,33,"X",0,954,,0
"R93-867328 (SLOW...18x6 Fire Gray Painted 5x5.00, 2.875 bs - 3.45 cb)","Custom Wheel Solutions",986,"",1,0,0,1,"X",0,986,,0
"R93-868528 (SLOW...18x6 Fire Gray Painted 5x5.50, 2.875 bs - 3.45 cb)","Custom Wheel Solutions",986,"",20,0,0,20,"X",0,967,,0
"R93 (R93 - FIRE GRAY PAINTED) - Other","Custom Wheel Solutions","","",0,0,0,0,,0,0,,0
"Total R93 (R93 - FIRE GRAY PAINTED)",,,,117,0,0,117,,0,,,0
"RT-DEFECT WHEELS (DEFECTS:  BLEMISHED, MOUNTED OR REFINISH WHEELS)",,,,,,,,,,,,
"LTR1 DEFECT (Light Truck Booster:  Blemished, Mounted or Refinish Wheels)",,,,,,,,,,,,
"LTR14-2955200-B (20x9 Booster Hi Luster Chrome, Classic Ford & Dodge Trucks 5x5 1...","Custom Wheel Solutions","","",3,0,0,3,,0,0,,0
"LTR14-2963500-B (20x9 Booster Hi Luster Chrome, 2004-up Ford Trucks, 6x135, 0mm o...","Custom Wheel Solutions","","",2,0,0,2,,0,0,,0
"LTR14-2965200-B (20x9 Booster Hi Luster Chrome, Classic & Late Model Chevy/GMC Tr...","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"LTR16-2963500-B (20x9 Booster Hyper Shot, 2004-up Ford Trucks, 6x135, 0mm offset ...","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"LTR1 DEFECT (Light Truck Booster:  Blemished, Mounted or Refinish Wheels) - Other",,"","",0,0,0,0,,0,0,,0
"Total LTR1 DEFECT (Light Truck Booster:  Blemished, Mounted or Refinish Wheels)",,,,7,0,0,7,,0,,,0
"MMR1 DEFECT (MM Booster:  Blemished, Mounted or Refinish Wheels)",,,,,,,,,,,,
"MMR16-896530-B (18x9 Booster Hyper Shot, 05-up Mustang, 5x4.50, 30mm offset - BLE...","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"MMR1 DEFECT (MM Booster:  Blemished, Mounted or Refinish Wheels) - Other",,"","",0,0,0,0,,0,0,,0
"Total MMR1 DEFECT (MM Booster:  Blemished, Mounted or Refinish Wheels)",,,,1,0,0,1,,0,,,0
"R1 DEFECT (Booster:  Blemished, Mounted or Refinish Wheels)",,,,,,,,,,,,
"R13-2106155-B (20x10 Booster Gray Painted 5x4.75, 5.50 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R13-776142-B (17x7 Booster Gray Painted 5x4.75, 4.25 bs - BLEMISHED)","Custom Wheel Solutions","","",2,0,0,2,,0,0,,0
"R13-777342-B (17X7 Booster Gray Painted 5x5.00, 4.25 bs 3.45 cb - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R13-786545-B (17x8 Booster Gray Painted 5x4.50, 4.50 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R13-787345-B (17x8 Booster Gray Painted 5x5.00, 4.50 bs - BLEMISHED)","Custom Wheel Solutions","","",3,0,0,3,,0,0,,0
"R13-876145-B (18x7 Booster Gray Painted 5x4.75, 4.50 bs - BLEMISHED)","Custom Wheel Solutions","","",3,0,0,3,,0,0,,0
"R13-876545-B (18x7 Booster Gray Painted 5x4.50, 4.50 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R13-896552-B (18x9 Booster Gray Painted 5x4.50, 5.25 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R14-2856152-B (20x8.5 Booster Chrome 5x4.75, 5.25 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R14-2857352-B (20x8.5 Booster Chrome 5x5.00, 5.25 bs  - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R14-776142-B (17x7 Booster Chrome 5x4.75, 4.25 bs - BLEMISHED)","Custom Wheel Solutions","","",3,0,0,3,,0,0,,0
"R14-776542-B (17x7 Booster Chrome 5x4.50, 4.25 bs - BLEMISHED)","Custom Wheel Solutions","","",6,0,0,6,,0,0,,0
"R14-777342-B (17x7 Booster Chrome 5x5.00, 4.25 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R14-786145-B (17x8 Booster Chrome 5x4.75, 4.50 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R14-786545-B (17x8 Booster Chrome 5x4.50, 4.50 bs - BLEMISHED)","Custom Wheel Solutions","","",4,0,0,4,,0,0,,0
"R14-876145-B (18x7 Booster Chrome 5x4.75, 4.50 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R14-877345-B (18x7 Booster Chrome 5x5.00, 4.50 bs  3.45 cb - BLEMISHED)","Custom Wheel Solutions","","",5,0,0,5,,0,0,,0
"R14-886147-B (18x8 Booster Chrome 5x4.75, 4.75 bs - BLEMISHED)","Custom Wheel Solutions","","",0,2,0,-2,,0,0,,0
"R14-886547-B (18x8 Booster Chrome 5x4.50, 4.75 bs - BLEMISHED)","Custom Wheel Solutions","","",3,0,0,3,,0,0,,0
"R14-887347-B (18x8 Booster Chrome 5x5.00, 4.75 bs  - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R14-896152-B (18x9 Booster Chrome 5x4.75, 5.25 bs - BLEMISHED)","Custom Wheel Solutions","","",7,0,0,7,,0,0,,0
"R14-896552-B (18x9 Booster Chrome 5x4.50, 5.25 bs - BLEMISHED)","Custom Wheel Solutions","","",3,0,0,3,,0,0,,0
"R14-897352-B (18x9 Booster Chrome 5x5.00, 5.25 bs - BLEMISHED)","Custom Wheel Solutions","","",2,0,0,2,,0,0,,0
"R15-2106155-B (20x10 Booster Hyper Silver 5x4.75, 5.50 bs - BLEMISHED)","Custom Wheel Solutions","","",4,4,0,0,,0,0,,0
"R15-2106555-B (20x10 Booster Hyper Silver 5x4.50, 5.50 bs  - BLEMISHED)","Custom Wheel Solutions","","",3,0,0,3,,0,0,,0
"R15-2107355-B (20x10 Booster Hyper Silver 5x5.00, 5.50 bs - BLEMISHED)","Custom Wheel Solutions","","",3,2,0,1,,0,0,,0
"R15-2856552-B (20x8.5 Booster Hyper Silver 5x4.50, 5.25 bs - BLEMISHED)","Custom Wheel Solutions","","",2,0,0,2,,0,0,,0
"R15-776142-B (17x7 Booster Hyper Silver 5x4.75, 4.25 bs - BLEMISHED)","Custom Wheel Solutions","","",2,0,0,2,,0,0,,0
"R15-776542-B (17x7 Booster Hyper Silver 5x4.50, 4.25 bs - BLEMISHED)","Custom Wheel Solutions","","",2,0,0,2,,0,0,,0
"R15-777342-B (17X7 Booster Hyper Silver 5x5.00, 4.25 bs  - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R15-786545-B (17x8 Booster Hyper Silver 5x4.50, 4.50 bs - BLEMISHED)","Custom Wheel Solutions","","",2,0,0,2,,0,0,,0
"R15-787345-B (17x8 Booster Hyper Silver 5x5.00, 4.50 bs - BLEMISHED)","Custom Wheel Solutions","","",2,0,0,2,,0,0,,0
"R15-876545-B (18x7 Booster Hyper Silver 5x4.50, 4.50 bs - BLEMISHED)","Custom Wheel Solutions","","",8,0,0,8,,0,0,,0
"R15-886547-B (18x8 Booster Hyper Silver 5x4.50, 4.75 bs- BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R15-897352-B (18x9 Booster Hyper Silver 5x5.00, 5.25 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R16-2106155-B (20x10 Booster Hyper Shot 5x4.75, 5.50 bs - BLEMISHED)","Custom Wheel Solutions","","",3,0,0,3,,0,0,,0
"R16-2106555-B (20x10 Booster Hyper Shot 5x4.50, 5.50 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R16-2107355-B (20x10 Booster Hyper Shot 5x5.00, 5.50 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R16-2856552-B (20x8.5 Booster Hyper Shot 5x4.50, 5.25 bs - BLEMISHED)","Custom Wheel Solutions","","",5,0,0,5,,0,0,,0
"R16-2857352-B (20x8.5 Booster Hyper Shot 5x5.00, 5.25 bs  - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R16-776542-B (17x7 Booster Hyper Shot 5x4.50, 4.25 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R16-777342-B (17X7 Booster Hyper Shot 5x5.00, 4.25 bs - BLEMISHED)","Custom Wheel Solutions","","",3,0,0,3,,0,0,,0
"R16-786145-B (17x8 Booster Hyper Shot 5x4.75, 4.50 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R16-786545-B (17x8 Booster Hyper Shot 5x4.50, 4.50 bs - BLEMISHED)","Custom Wheel Solutions","","",3,0,0,3,,0,0,,0
"R16-787345-B (17x8 Booster Hyper Shot 5x5.00, 4.50 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R16-876545-B (18x7 Booster Hyper Shot 5x4.50, 4.50 bs - BLEMISHED)","Custom Wheel Solutions","","",2,0,0,2,,0,0,,0
"R16-896552-B (18x9 Booster Hyper Shot 5x4.50, 5.25 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R16-897352-B (18x9 Booster Hyper Shot 5x5.00, 5.25 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R1 DEFECT (Booster:  Blemished, Mounted or Refinish Wheels) - Other",,"","",0,0,0,0,,0,0,,0
"Total R1 DEFECT (Booster:  Blemished, Mounted or Refinish Wheels)",,,,107,8,0,99,,0,,,0
"R2 DEFECT (Fuel:  Blemished, Mounted or Refinish Wheels)",,,,,,,,,,,,
"R21-516140-B (15x10 Fuel Polished 5x4.75, 4.00 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R21-516540-B (15x10 Fuel Polished 5x4.50, 4.00 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R21-546115-B (15x4 Fuel Polished 5x4.75, 1.50 bs - BLEMISHED)","Custom Wheel Solutions","","",2,0,0,2,,0,0,,0
"R21-586545-B (15x8 Fuel Polished 5x4.50, 4.50 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R21-786545-B (17x8 Fuel Polished 5x4.50, 4.50 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R23-546115-B (15x4 Fuel Gray Painted 5x4.75, 1.50 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R23-546515-B (15x4 Fuel Gray Painted 5x4.50, 1.50 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R23-586137-B (15x8 Fuel Gray Painted 5x4.75, 3.75 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R23-586537-B (15x8 Fuel Gray Painted 5x4.50, 3.75 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R23-586545-B (15x8 Fuel Gray Painted 5x4.50, 4.50 bs - BLEMISHED)","Custom Wheel Solutions","","",3,0,0,3,,0,0,,0
"R23-776142-B (17x7 Fuel Gray Painted 5x4.75, 4.25 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R23-786545-B (17x8 Fuel Gray Painted 5x4.50, 4.50 bs - BLEMISHED)","Custom Wheel Solutions","","",3,0,0,3,,0,0,,0
"R24-516140-B (15x10 Fuel Chrome 5x4.75, 4.00 bs - BLEMISHED)","Custom Wheel Solutions","","",2,0,0,2,,0,0,,0
"R24-516540-B (15x10 Fuel Chrome 5x4.50, 4.00 bs - BLEMISHED)","Custom Wheel Solutions","","",7,0,0,7,,0,0,,0
"R24-546115-B (15x4 Fuel Chrome 5x4.75, 1.50 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R24-566135-B (15x6 Fuel Chrome 5x4.75, 3.50 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R24-566535-B (15x6 Fuel Chrome 5x4.50, 3.50 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R24-576142-B (15x7 Fuel Chrome 5x4.75, 4.25 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R24-576542-B (15x7 Fuel Chrome 5x4.50, 4.25 bs - BLEMISHED)","Custom Wheel Solutions","","",2,0,0,2,,0,0,,0
"R24-586537-B (15x8 Fuel Chrome 5x4.50, 3.75 bs - BLEMISHED)","Custom Wheel Solutions","","",5,0,0,5,,0,0,,0
"R24-776542-B (17x7 Fuel Chrome 5x4.50, 4.25 bs- BLEMISHED)","Custom Wheel Solutions","","",4,0,0,4,,0,0,,0
"R24-777342-B (17x7 Fuel Chrome 5x5.00, 4.25 bs - BLEMISHED)","Custom Wheel Solutions","","",2,0,0,2,,0,0,,0
"R2 DEFECT (Fuel:  Blemished, Mounted or Refinish Wheels) - Other",,"","",0,0,0,0,,0,0,,0
"Total R2 DEFECT (Fuel:  Blemished, Mounted or Refinish Wheels)",,,,43,0,0,43,,0,,,0
"R3 DEFECT (Igniter:  Blemished, Mounted or Refinish Wheels)",,,,,,,,,,,,
"R30-576542-B (15x7 Igniter As Cast 5x4.50, 4.25 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R31-567335-B (15x6 Igniter Polished 5x5.00, 3.50 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R31-586137-B (15x8 Igniter Polished 5x4.75, 3.75 bs  - BLEMISHED)","Custom Wheel Solutions","","",2,0,0,2,,0,0,,0
"R31-686545-B (16x8 Igniter Polished 5x4.50, 4.50 bs - BLEMISHED)","Custom Wheel Solutions","","",2,0,0,2,,0,0,,0
"R33-566535-B (15x6 Igniter Gray Painted 5x4.50, 3.50 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R33-586537-B (15x8 Igniter Gray Painted 5x4.50, 3.75 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R33-587337-B (15x8 Igniter Gray Painted 5x5.00, 3.75 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R33-646120-B (16x4.5 Igniter Gray Painted 5x4.75, 2.00 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R33-646520-B (16x4.5 Igniter Gray Painted 5x4.50, 2.00 bs - BLEMISHED)","Custom Wheel Solutions","","",2,0,0,2,,0,0,,0
"R33-668535-B (16x6 Igniter Gray Painted 5x5.50, 3.50 bs - BLEMISHED)","Custom Wheel Solutions","","",2,0,0,2,,0,0,,0
"R33-686137-B (16x8 Igniter Gray Painted 5x4.75, 3.75 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R33-686145-B (16x8 Igniter Gray Painted 5x4.75, 4.50 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R33-686545-B (16x8 Igniter Gray Painted 5x4.50, 4.50 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R3 DEFECT (Igniter:  Blemished, Mounted or Refinish Wheels) - Other",,"","",0,0,0,0,,0,0,,0
"Total R3 DEFECT (Igniter:  Blemished, Mounted or Refinish Wheels)",,,,17,0,0,17,,0,,,0
"R4 DEFECT (Launcher:  Blemished, Mounted or Refinish Wheels)",,,,,,,,,,,,
"R41-546122-B (15x4.5 Launcher Polished 5x4.75, 2.25 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R41-546522-B (15x4.5 Launcher Polished 5x4.50, 2.25 bs -  BLEMISHED)","Custom Wheel Solutions","","",0,0,0,0,,0,0,,0.2
"R43-546122-B (15x4.5 Launcher Gray Painted 5x4.75, 2.25 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R43-546522-B (15x4.5 Launcher Gray Painted 5x4.50, 2.25 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R4 DEFECT (Launcher:  Blemished, Mounted or Refinish Wheels) - Other",,"","",0,0,0,0,,0,0,,0
"Total R4 DEFECT (Launcher:  Blemished, Mounted or Refinish Wheels)",,,,3,0,0,3,,0,,,0.2
"R6 DEFECT (Injector:  Blemished, Mounted or Refinish Wheels)",,,,,,,,,,,,
"R60-516137-B (15x10 Injector As Cast 5x4.75, 3.75 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R60-516537-B (15x10 Injector As Cast 5x4.50, 3.75 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R60-517337-B (15x10 Injector As Cast 5x5.00, 3.75 bs - BLEMISHED)","Custom Wheel Solutions","","",2,0,0,2,,0,0,,0
"R60-518537-B (15x10 Injector As Cast 5x5.50, 3.75 bs  - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R60-546122-B (15x4.5 Injector As Cast 5x4.75, 2.25 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R60-586137-B (15x8 Injector As Cast 5x4.75, 3.75 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
"R60-586145-B (15x8 Injector As Cast 5x4.75, 4.50 bs - BLEMISHED)","Custom Wheel Solutions","","",2,0,0,2,,0,0,,0
"R60-586537-B (15x8 Injector As Cast 5x4.50, 3.75 bs - BLEMISHED)","Custom Wheel Solutions","","",2,0,0,2,,0,0,,0
"R60-587345-B (15x8 Injector As Cast 5x5.00, 4.50 bs - BLEMISHED)","Custom Wheel Solutions","","",1,0,0,1,,0,0,,0
